president,subgroup,modeldate,approve_estimate,approve_hi,approve_lo,disapprove_estimate,disapprove_hi,disapprove_lo,timestamp
Donald Trump,Voters,9/29/2017,40.34256,44.37914,36.30598,54.64625,58.72469,50.56781,9/29/2017 15:41
Donald Trump,Adults,9/29/2017,37.60137,41.27396,33.92879,55.87895,60.33029,51.4276,9/29/2017 15:41
Donald Trump,All polls,9/29/2017,38.62467,42.90867,34.34067,55.41434,59.5141,51.31458,9/29/2017 15:41
Donald Trump,Voters,9/28/2017,40.31269,44.47203,36.15335,54.41755,58.54889,50.2862,9/28/2017 14:49
Donald Trump,Adults,9/28/2017,37.89941,41.75462,34.0442,55.22694,59.74157,50.71231,9/28/2017 14:49
Donald Trump,All polls,9/28/2017,38.82832,43.16374,34.49291,55.08244,59.19535,50.96952,9/28/2017 14:49
Donald Trump,Voters,9/27/2017,40.31173,44.53713,36.08633,54.26196,58.49226,50.03165,9/27/2017 19:08
Donald Trump,Adults,9/27/2017,37.98526,41.80173,34.16879,55.10514,59.55419,50.6561,9/27/2017 19:08
Donald Trump,All polls,9/27/2017,38.79216,43.08302,34.5013,54.94124,59.06998,50.8125,9/27/2017 19:08
Donald Trump,Voters,9/26/2017,41.01126,44.83744,37.18507,53.54343,57.98804,49.09881,9/26/2017 16:43
Donald Trump,Adults,9/26/2017,38.2449,42.07979,34.41002,54.81219,59.294,50.33038,9/26/2017 16:43
Donald Trump,All polls,9/26/2017,38.92197,43.18951,34.65443,54.60735,58.86979,50.34491,9/26/2017 16:43
Donald Trump,Voters,9/25/2017,41.57793,45.39066,37.76519,53.08458,57.52617,48.64299,9/25/2017 13:28
Donald Trump,Adults,9/25/2017,39.09969,42.81534,35.38404,54.47302,59.20583,49.7402,9/25/2017 13:28
Donald Trump,All polls,9/25/2017,39.6704,43.84024,35.50056,54.32408,58.76521,49.88295,9/25/2017 13:28
Donald Trump,Voters,9/24/2017,41.49499,45.2257,37.76428,52.96284,57.49514,48.43055,9/24/2017 13:06
Donald Trump,Adults,9/24/2017,39.17653,42.9406,35.41246,54.43883,59.20711,49.67055,9/24/2017 13:06
Donald Trump,All polls,9/24/2017,39.59408,43.60965,35.57851,54.24086,58.78962,49.6921,9/24/2017 13:06
Donald Trump,Voters,9/23/2017,41.25188,45.12013,37.38363,52.82355,57.54034,48.10677,9/23/2017 13:03
Donald Trump,Adults,9/23/2017,38.95658,42.86593,35.04724,54.05893,58.88275,49.2351,9/23/2017 13:03
Donald Trump,All polls,9/23/2017,39.44529,43.59065,35.29993,54.00235,58.5786,49.42611,9/23/2017 13:03
Donald Trump,Voters,9/22/2017,41.25188,45.12013,37.38363,52.82355,57.54034,48.10677,9/22/2017 15:13
Donald Trump,Adults,9/22/2017,39.01869,42.89046,35.14693,54.07699,58.88752,49.26646,9/22/2017 15:13
Donald Trump,All polls,9/22/2017,39.49464,43.62273,35.36654,54.0083,58.5935,49.4231,9/22/2017 15:13
Donald Trump,Voters,9/21/2017,40.87155,44.5826,37.16049,52.63753,57.53896,47.73609,9/21/2017 17:43
Donald Trump,Adults,9/21/2017,39.37469,43.00726,35.74212,53.34927,58.07776,48.62077,9/21/2017 17:43
Donald Trump,All polls,9/21/2017,39.45935,43.41961,35.49909,53.5658,58.1391,48.99249,9/21/2017 17:43
Donald Trump,Adults,9/20/2017,38.84023,42.28319,35.39726,53.24905,58.19955,48.29855,9/20/2017 13:14
Donald Trump,Voters,9/20/2017,40.86275,44.56312,37.16238,52.65388,57.55666,47.75111,9/20/2017 13:14
Donald Trump,All polls,9/20/2017,39.06307,42.97974,35.1464,53.5909,58.35732,48.82448,9/20/2017 13:14
Donald Trump,Voters,9/19/2017,40.38954,44.33314,36.44594,53.92811,58.47723,49.37899,9/19/2017 17:53
Donald Trump,Adults,9/19/2017,38.45267,42.11092,34.79441,54.4381,59.13347,49.74273,9/19/2017 17:53
Donald Trump,All polls,9/19/2017,38.85189,43.0079,34.69588,54.49646,58.99737,49.99556,9/19/2017 17:53
Donald Trump,Adults,9/18/2017,38.50353,42.29119,34.71587,54.44039,59.33059,49.55018,9/18/2017 23:43
Donald Trump,Voters,9/18/2017,40.48919,44.62699,36.3514,53.73187,58.4045,49.05925,9/18/2017 23:43
Donald Trump,All polls,9/18/2017,38.90175,43.20633,34.59717,54.57581,59.23567,49.91596,9/18/2017 23:43
Donald Trump,Voters,9/17/2017,40.4518,44.50467,36.39894,53.72972,58.343,49.11645,9/17/2017 13:15
Donald Trump,Adults,9/17/2017,38.39445,42.20641,34.5825,54.59601,59.50399,49.68803,9/17/2017 13:15
Donald Trump,All polls,9/17/2017,38.79023,43.07557,34.50489,54.70402,59.38459,50.02346,9/17/2017 13:15
Donald Trump,Voters,9/16/2017,40.4518,44.50467,36.39894,53.72972,58.343,49.11645,9/16/2017 13:15
Donald Trump,Adults,9/16/2017,38.16751,41.99262,34.3424,55.15108,60.11406,50.18811,9/16/2017 13:15
Donald Trump,All polls,9/16/2017,38.79293,43.15847,34.42738,54.80883,59.53611,50.08154,9/16/2017 13:15
Donald Trump,Voters,9/15/2017,40.4518,44.50467,36.39894,53.72972,58.343,49.11645,9/15/2017 16:32
Donald Trump,Adults,9/15/2017,38.26089,42.04071,34.48106,54.98892,59.86929,50.10856,9/15/2017 16:32
Donald Trump,All polls,9/15/2017,38.85391,43.17216,34.53566,54.70395,59.35404,50.05386,9/15/2017 16:32
Donald Trump,Adults,9/14/2017,37.67922,41.48695,33.87149,56.30154,60.82011,51.78296,9/14/2017 13:05
Donald Trump,Voters,9/14/2017,40.09134,44.2555,35.92719,54.549,58.8194,50.27859,9/14/2017 13:05
Donald Trump,All polls,9/14/2017,38.48572,43.06287,33.90856,55.55937,60.04461,51.07413,9/14/2017 13:05
Donald Trump,Voters,9/13/2017,39.74465,43.87717,35.61213,54.93554,59.13334,50.73774,9/13/2017 13:06
Donald Trump,Adults,9/13/2017,37.67399,41.47846,33.86951,56.40246,60.95191,51.853,9/13/2017 13:06
Donald Trump,All polls,9/13/2017,38.20712,42.65783,33.7564,55.90915,60.37368,51.44463,9/13/2017 13:06
Donald Trump,Voters,9/12/2017,39.55527,43.89106,35.21949,55.24317,59.35269,51.13366,9/12/2017 16:45
Donald Trump,Adults,9/12/2017,37.3891,41.30806,33.47015,56.79363,61.18481,52.40245,9/12/2017 16:45
Donald Trump,All polls,9/12/2017,38.1081,42.74432,33.47188,56.23722,60.56918,51.90527,9/12/2017 16:45
Donald Trump,Voters,9/11/2017,40.31529,44.53437,36.0962,54.72517,58.75313,50.69721,9/11/2017 13:04
Donald Trump,Adults,9/11/2017,38.23683,42.24704,34.22662,56.34893,60.9426,51.75525,9/11/2017 13:04
Donald Trump,All polls,9/11/2017,38.71809,43.24094,34.19524,55.95098,60.34079,51.56116,9/11/2017 13:04
Donald Trump,Voters,9/10/2017,40.44044,44.67823,36.20266,54.6344,58.66391,50.60488,9/10/2017 13:03
Donald Trump,Adults,9/10/2017,38.22231,42.24351,34.20111,56.30355,60.92258,51.68452,9/10/2017 13:03
Donald Trump,All polls,9/10/2017,38.75933,43.3353,34.18337,55.87571,60.32141,51.43,9/10/2017 13:03
Donald Trump,Voters,9/9/2017,40.44044,44.67823,36.20266,54.6344,58.66391,50.60488,9/9/2017 13:04
Donald Trump,Adults,9/9/2017,38.21482,42.23446,34.19518,56.3358,60.97066,51.70095,9/9/2017 13:04
Donald Trump,All polls,9/9/2017,38.76101,43.32641,34.19561,55.89272,60.3409,51.44453,9/9/2017 13:04
Donald Trump,Voters,9/8/2017,40.44044,44.67823,36.20266,54.6344,58.66391,50.60488,9/8/2017 15:36
Donald Trump,Adults,9/8/2017,38.10756,42.14488,34.07023,56.42276,61.05741,51.78811,9/8/2017 15:36
Donald Trump,All polls,9/8/2017,38.68817,43.26941,34.10693,55.95134,60.39766,51.50502,9/8/2017 15:36
Donald Trump,Voters,9/7/2017,39.82632,44.01718,35.63547,55.34008,59.46281,51.21735,9/7/2017 14:07
Donald Trump,Adults,9/7/2017,37.70192,41.58705,33.8168,56.98782,61.75868,52.21696,9/7/2017 14:07
Donald Trump,All polls,9/7/2017,38.37829,42.91252,33.84407,56.37593,60.91397,51.83789,9/7/2017 14:07
Donald Trump,Voters,9/6/2017,39.78395,43.91262,35.65529,55.35294,59.48346,51.22242,9/6/2017 13:07
Donald Trump,Adults,9/6/2017,37.38649,41.32706,33.44593,57.16378,62.09415,52.23342,9/6/2017 13:07
Donald Trump,All polls,9/6/2017,38.21691,42.74511,33.68871,56.44203,61.08582,51.79824,9/6/2017 13:07
Donald Trump,Adults,9/5/2017,36.75838,40.50233,33.01443,57.60414,62.35545,52.85284,9/5/2017 17:32
Donald Trump,Voters,9/5/2017,39.3034,43.36219,35.24461,55.7341,59.87082,51.59739,9/5/2017 17:32
Donald Trump,All polls,9/5/2017,37.76652,42.23053,33.30251,56.80103,61.37112,52.23093,9/5/2017 17:32
Donald Trump,Voters,9/4/2017,38.7773,42.84619,34.7084,56.08899,60.20845,51.96954,9/4/2017 13:04
Donald Trump,Adults,9/4/2017,36.54958,40.29377,32.80539,57.64956,62.5812,52.71791,9/4/2017 13:04
Donald Trump,All polls,9/4/2017,37.50347,41.89262,33.11432,56.98285,61.5484,52.41729,9/4/2017 13:04
Donald Trump,Adults,9/3/2017,36.37417,40.09522,32.65312,57.84581,62.78358,52.90805,9/3/2017 13:06
Donald Trump,Voters,9/3/2017,38.72445,42.70963,34.73928,56.20359,60.30949,52.0977,9/3/2017 13:06
Donald Trump,All polls,9/3/2017,37.35038,41.70014,33.00063,57.18285,61.76844,52.59725,9/3/2017 13:06
Donald Trump,Voters,9/2/2017,38.72445,42.70963,34.73928,56.20359,60.30949,52.0977,9/2/2017 13:02
Donald Trump,Adults,9/2/2017,36.25883,40.02353,32.49413,58.04179,63.0463,53.03728,9/2/2017 13:02
Donald Trump,All polls,9/2/2017,37.28516,41.66122,32.90909,57.30523,61.94461,52.66586,9/2/2017 13:02
Donald Trump,Voters,9/1/2017,38.72445,42.70963,34.73928,56.20359,60.30949,52.0977,9/1/2017 16:19
Donald Trump,Adults,9/1/2017,36.30648,40.03671,32.57625,57.99635,62.9889,53.00381,9/1/2017 16:19
Donald Trump,All polls,9/1/2017,37.3336,41.67601,32.99118,57.26038,61.87663,52.64413,9/1/2017 16:19
Donald Trump,Voters,8/31/2017,38.60115,42.67866,34.52364,56.26993,60.48548,52.05437,8/31/2017 13:04
Donald Trump,Adults,8/31/2017,36.05339,39.73016,32.37662,57.89574,63.01268,52.77881,8/31/2017 13:04
Donald Trump,All polls,8/31/2017,37.22177,41.5991,32.84444,57.22581,61.89116,52.56047,8/31/2017 13:04
Donald Trump,Adults,8/30/2017,36.11767,39.72343,32.51191,57.82173,62.96367,52.67979,8/30/2017 22:03
Donald Trump,Voters,8/30/2017,38.63689,42.70835,34.56542,56.25348,60.45604,52.05091,8/30/2017 22:03
Donald Trump,All polls,8/30/2017,37.31853,41.68003,32.95704,57.14878,61.81176,52.48579,8/30/2017 22:03
Donald Trump,Voters,8/29/2017,38.09775,42.42518,33.77031,56.34618,60.81544,51.87691,8/29/2017 14:16
Donald Trump,Adults,8/29/2017,35.83307,39.4631,32.20303,58.1829,63.29436,53.07143,8/29/2017 14:16
Donald Trump,All polls,8/29/2017,36.82207,41.25789,32.38624,57.44258,62.25244,52.63271,8/29/2017 14:16
Donald Trump,Voters,8/28/2017,38.49717,42.82244,34.17189,56.13604,60.62732,51.64477,8/28/2017 13:11
Donald Trump,Adults,8/28/2017,35.77592,39.58704,31.9648,57.90997,63.0029,52.81705,8/28/2017 13:11
Donald Trump,All polls,8/28/2017,36.92813,41.51923,32.33704,57.2124,61.92688,52.49792,8/28/2017 13:11
Donald Trump,Voters,8/27/2017,38.49583,42.78054,34.21112,56.11722,60.57177,51.66267,8/27/2017 13:03
Donald Trump,Adults,8/27/2017,35.77816,39.57776,31.97856,57.89424,62.9564,52.83207,8/27/2017 13:03
Donald Trump,All polls,8/27/2017,36.92144,41.48524,32.35764,57.19756,61.90208,52.49304,8/27/2017 13:03
Donald Trump,Voters,8/26/2017,38.49583,42.78054,34.21112,56.11722,60.57177,51.66267,8/26/2017 13:03
Donald Trump,Adults,8/26/2017,35.78688,39.57668,31.99707,57.87026,62.90443,52.83609,8/26/2017 13:03
Donald Trump,All polls,8/26/2017,36.93331,41.47746,32.38916,57.17996,61.86016,52.49976,8/26/2017 13:03
Donald Trump,Voters,8/25/2017,38.49583,42.78054,34.21112,56.11722,60.57177,51.66267,8/25/2017 14:51
Donald Trump,Adults,8/25/2017,35.74794,39.54499,31.9509,57.8345,62.84203,52.82697,8/25/2017 14:51
Donald Trump,All polls,8/25/2017,36.91675,41.45602,32.37748,57.15396,61.81174,52.49618,8/25/2017 14:51
Donald Trump,Voters,8/24/2017,38.61401,42.91553,34.3125,55.61862,60.15855,51.07868,8/24/2017 13:05
Donald Trump,Adults,8/24/2017,35.95277,39.78584,32.1197,57.41348,62.47303,52.35392,8/24/2017 13:05
Donald Trump,All polls,8/24/2017,37.01527,41.47535,32.5552,56.76907,61.49586,52.04228,8/24/2017 13:05
Donald Trump,Voters,8/23/2017,38.47126,42.75419,34.18832,55.76075,60.32465,51.19686,8/23/2017 14:11
Donald Trump,Adults,8/23/2017,36.0565,39.86063,32.25236,57.31284,62.33797,52.28772,8/23/2017 14:11
Donald Trump,All polls,8/23/2017,36.92514,41.28721,32.56307,56.83273,61.54496,52.1205,8/23/2017 14:11
Donald Trump,Voters,8/22/2017,39.12299,43.45678,34.7892,55.47832,60.18941,50.76723,8/22/2017 16:28
Donald Trump,Adults,8/22/2017,35.67125,39.45868,31.88382,57.80386,62.71664,52.89108,8/22/2017 16:28
Donald Trump,All polls,8/22/2017,36.81282,41.33916,32.28648,57.00314,61.75926,52.24702,8/22/2017 16:28
Donald Trump,Adults,8/21/2017,35.88695,39.80593,31.96796,57.15897,62.13844,52.1795,8/21/2017 21:35
Donald Trump,Voters,8/21/2017,39.59126,44.05444,35.12809,54.82199,59.6122,50.03179,8/21/2017 21:35
Donald Trump,All polls,8/21/2017,37.05765,41.65087,32.46442,56.54782,61.33219,51.76345,8/21/2017 21:35
Donald Trump,All polls,8/20/2017,37.72692,42.34237,33.11146,55.43607,60.20604,50.66609,8/20/2017 18:39
Donald Trump,Voters,8/20/2017,39.6217,44.07013,35.17327,54.81041,59.58671,50.0341,8/20/2017 18:39
Donald Trump,Adults,8/20/2017,36.341,40.34136,32.34063,55.70692,60.7416,50.67225,8/20/2017 18:39
Donald Trump,All polls,8/19/2017,37.79533,42.40402,33.18665,55.39618,60.15129,50.64106,8/20/2017 18:39
Donald Trump,Adults,8/19/2017,36.38994,40.39721,32.38268,55.65908,60.64413,50.67403,8/20/2017 18:39
Donald Trump,Voters,8/19/2017,39.6217,44.07013,35.17327,54.81041,59.58671,50.0341,8/20/2017 18:39
Donald Trump,Voters,8/18/2017,39.6217,44.07013,35.17327,54.81041,59.58671,50.0341,8/18/2017 19:56
Donald Trump,Adults,8/18/2017,36.38994,40.39721,32.38268,55.65908,60.64413,50.67403,8/18/2017 19:56
Donald Trump,All polls,8/18/2017,37.79533,42.40402,33.18665,55.39618,60.15129,50.64106,8/18/2017 19:56
Donald Trump,Voters,8/17/2017,40.14403,44.42183,35.86623,53.8097,58.50616,49.11323,8/17/2017 13:06
Donald Trump,Adults,8/17/2017,36.85913,40.8399,32.87836,54.9086,59.85916,49.95805,8/17/2017 13:06
Donald Trump,All polls,8/17/2017,37.85554,42.33533,33.37575,54.9286,59.70444,50.15276,8/17/2017 13:06
Donald Trump,Voters,8/16/2017,39.79543,44.18729,35.40357,53.64213,58.44459,48.83966,8/16/2017 16:23
Donald Trump,Adults,8/16/2017,36.79667,40.79628,32.79707,54.94242,59.92448,49.96037,8/16/2017 16:23
Donald Trump,All polls,8/16/2017,37.33916,41.82668,32.85165,55.03362,59.93123,50.136,8/16/2017 16:23
Donald Trump,Adults,8/15/2017,37.07734,41.1385,33.01617,55.79198,60.60711,50.97684,8/15/2017 22:09
Donald Trump,Voters,8/15/2017,39.32666,43.66765,34.98568,54.21491,58.96895,49.46087,8/15/2017 22:09
Donald Trump,All polls,8/15/2017,37.63694,42.20628,33.0676,55.55735,60.32541,50.78928,8/15/2017 22:09
Donald Trump,Voters,8/14/2017,39.25485,43.69183,34.81787,54.94202,59.42392,50.46012,8/14/2017 13:03
Donald Trump,Adults,8/14/2017,36.51901,40.61835,32.41967,57.78039,62.08418,53.4766,8/14/2017 13:03
Donald Trump,All polls,8/14/2017,37.39813,42.12861,32.66765,56.64359,61.21503,52.07214,8/14/2017 13:03
Donald Trump,Voters,8/13/2017,39.34763,43.80651,34.88874,54.87801,59.37757,50.37844,8/13/2017 13:13
Donald Trump,Adults,8/13/2017,36.69472,40.71627,32.67317,57.57878,61.7786,53.37896,8/13/2017 13:13
Donald Trump,All polls,8/13/2017,37.57039,42.26449,32.87629,56.46309,60.98093,51.94524,8/13/2017 13:13
Donald Trump,Voters,8/12/2017,39.34763,43.80651,34.88874,54.87801,59.37757,50.37844,8/12/2017 16:41
Donald Trump,Adults,8/12/2017,36.75468,40.76329,32.74608,57.43847,61.60697,53.26997,8/12/2017 16:41
Donald Trump,All polls,8/12/2017,37.62228,42.29346,32.9511,56.35921,60.83619,51.88224,8/12/2017 16:41
Donald Trump,Voters,8/11/2017,39.34763,43.80651,34.88874,54.87801,59.37757,50.37844,8/11/2017 17:37
Donald Trump,Adults,8/11/2017,36.63607,40.40025,32.87189,57.46092,61.61914,53.3027,8/11/2017 17:37
Donald Trump,All polls,8/11/2017,37.56736,42.19353,32.94119,56.34317,60.85007,51.83627,8/11/2017 17:37
Donald Trump,Voters,8/10/2017,38.53228,43.21464,33.84991,56.22918,60.97047,51.4879,8/10/2017 13:05
Donald Trump,Adults,8/10/2017,36.22694,40.02581,32.42806,57.69921,61.93799,53.46042,8/10/2017 13:05
Donald Trump,All polls,8/10/2017,36.93701,41.71968,32.15434,57.06971,61.59443,52.54499,8/10/2017 13:05
Donald Trump,Voters,8/9/2017,38.39414,42.98488,33.8034,56.41191,61.11378,51.71004,8/9/2017 13:13
Donald Trump,Adults,8/9/2017,36.23774,40.054,32.42149,57.79395,62.03753,53.55037,8/9/2017 13:13
Donald Trump,All polls,8/9/2017,36.86343,41.55867,32.16819,57.23425,61.74557,52.72292,8/9/2017 13:13
Donald Trump,Voters,8/8/2017,38.25177,43.0317,33.47185,56.82254,61.65517,51.98991,8/8/2017 17:34
Donald Trump,Adults,8/8/2017,36.17896,40.09509,32.26283,58.15186,62.28333,54.02039,8/8/2017 17:34
Donald Trump,All polls,8/8/2017,36.90808,41.69695,32.11922,57.43502,61.98555,52.88449,8/8/2017 17:34
Donald Trump,Voters,8/7/2017,37.74126,42.37014,33.11238,57.28339,61.7383,52.82848,8/7/2017 21:42
Donald Trump,Adults,8/7/2017,36.43844,40.59006,32.28683,57.34126,61.52499,53.15753,8/7/2017 21:42
Donald Trump,All polls,8/7/2017,36.60229,41.33248,31.87211,57.36718,61.76018,52.97419,8/7/2017 21:42
Donald Trump,Adults,8/6/2017,36.92662,40.7111,33.14214,57.10833,61.48961,52.72705,8/6/2017 17:29
Donald Trump,Voters,8/6/2017,37.39128,42.04111,32.74145,57.57107,62.10695,53.03519,8/6/2017 17:29
Donald Trump,All polls,8/6/2017,36.98021,41.55582,32.40461,57.27692,61.87062,52.68322,8/6/2017 17:29
Donald Trump,Voters,8/5/2017,37.27709,41.97725,32.57693,57.64736,62.24009,53.05463,8/5/2017 16:25
Donald Trump,Adults,8/5/2017,36.92022,40.73939,33.10106,57.04646,61.50038,52.59254,8/5/2017 16:25
Donald Trump,All polls,8/5/2017,36.95828,41.55743,32.35914,57.26429,61.90297,52.6256,8/5/2017 16:25
Donald Trump,Adults,8/4/2017,36.86573,40.69488,33.03659,57.28303,61.73932,52.82673,8/4/2017 17:09
Donald Trump,Voters,8/4/2017,37.27709,41.97725,32.57693,57.64736,62.24009,53.05463,8/4/2017 17:09
Donald Trump,All polls,8/4/2017,36.91279,41.50656,32.31903,57.43717,62.06231,52.81203,8/4/2017 17:09
Donald Trump,Voters,8/3/2017,37.2991,42.04794,32.55027,57.72597,62.39594,53.05601,8/3/2017 13:05
Donald Trump,Adults,8/3/2017,36.98343,40.85014,33.11673,57.11368,61.58009,52.64727,8/3/2017 13:05
Donald Trump,All polls,8/3/2017,37.01992,41.67223,32.3676,57.37531,62.04323,52.70739,8/3/2017 13:05
Donald Trump,Voters,8/2/2017,37.31966,42.09148,32.54784,57.76991,62.49352,53.0463,8/2/2017 13:38
Donald Trump,Adults,8/2/2017,37.009,40.88349,33.13451,57.20819,61.74978,52.66661,8/2/2017 13:38
Donald Trump,All polls,8/2/2017,37.04735,41.72179,32.37292,57.46737,62.21899,52.71576,8/2/2017 13:38
Donald Trump,Voters,8/1/2017,38.21495,42.30776,34.12214,57.22556,61.76926,52.68185,8/1/2017 16:09
Donald Trump,Adults,8/1/2017,37.12984,41.0323,33.22738,57.07516,61.61325,52.53707,8/1/2017 16:09
Donald Trump,All polls,8/1/2017,37.76429,42.14993,33.37865,56.74495,61.29782,52.19208,8/1/2017 16:09
Donald Trump,Adults,7/31/2017,37.74067,41.77999,33.70134,56.1981,60.75717,51.63904,7/31/2017 17:43
Donald Trump,Voters,7/31/2017,38.83294,42.89334,34.77254,56.40698,60.92976,51.8842,7/31/2017 17:43
Donald Trump,All polls,7/31/2017,38.20862,42.6102,33.80704,56.1893,60.72137,51.65723,7/31/2017 17:43
Donald Trump,Voters,7/30/2017,38.97818,42.95424,35.00211,56.00404,60.43024,51.57784,7/30/2017 13:13
Donald Trump,Adults,7/30/2017,37.82521,41.84805,33.80238,56.02435,60.48609,51.5626,7/30/2017 13:13
Donald Trump,All polls,7/30/2017,38.35231,42.70267,34.00195,55.75294,60.21958,51.28629,7/30/2017 13:13
Donald Trump,Voters,7/29/2017,38.97818,42.95424,35.00211,56.00404,60.43024,51.57784,7/29/2017 13:07
Donald Trump,Adults,7/29/2017,37.87874,41.89894,33.85854,55.96958,60.3989,51.54026,7/29/2017 13:07
Donald Trump,All polls,7/29/2017,38.38412,42.71571,34.05252,55.72515,60.15879,51.2915,7/29/2017 13:07
Donald Trump,Voters,7/28/2017,38.97818,42.95424,35.00211,56.00404,60.43024,51.57784,7/28/2017 17:25
Donald Trump,Adults,7/28/2017,37.84032,41.85498,33.82565,55.90107,60.32299,51.47914,7/28/2017 17:25
Donald Trump,All polls,7/28/2017,38.35725,42.68003,34.03447,55.68452,60.10131,51.26774,7/28/2017 17:25
Donald Trump,Voters,7/27/2017,39.90546,43.82129,35.98964,54.90348,59.19101,50.61594,7/27/2017 13:08
Donald Trump,Adults,7/27/2017,38.03011,42.28168,33.77855,55.41692,59.83472,50.99912,7/27/2017 13:08
Donald Trump,All polls,7/27/2017,38.54928,43.03683,34.06173,55.34732,59.72181,50.97283,7/27/2017 13:08
Donald Trump,Voters,7/26/2017,40.10891,44.02824,36.18957,54.68523,58.83035,50.54011,7/26/2017 13:05
Donald Trump,Adults,7/26/2017,37.87655,42.12126,33.63184,55.62539,60.06873,51.18205,7/26/2017 13:05
Donald Trump,All polls,7/26/2017,38.54961,43.06865,34.03057,55.35145,59.71321,50.98969,7/26/2017 13:05
Donald Trump,Voters,7/25/2017,40.00367,43.97943,36.02792,54.72099,58.9141,50.52788,7/25/2017 18:09
Donald Trump,Adults,7/25/2017,37.56762,41.91506,33.22018,55.98916,60.30493,51.6734,7/25/2017 18:09
Donald Trump,All polls,7/25/2017,38.38955,42.97971,33.79939,55.60064,59.89718,51.3041,7/25/2017 18:09
Donald Trump,Voters,7/24/2017,40.00105,44.01979,35.98231,54.82607,58.90247,50.74966,7/24/2017 13:03
Donald Trump,Adults,7/24/2017,38.53267,42.73199,34.33334,55.30663,59.52424,51.08902,7/24/2017 13:03
Donald Trump,All polls,7/24/2017,39.05289,43.44463,34.66116,55.13695,59.24187,51.03202,7/24/2017 13:03
Donald Trump,Adults,7/23/2017,37.63227,41.22648,34.03806,55.98546,59.82065,52.15028,7/23/2017 13:04
Donald Trump,Voters,7/23/2017,39.92391,43.88772,35.9601,54.90389,58.95335,50.85444,7/23/2017 13:04
Donald Trump,All polls,7/23/2017,38.4932,42.67521,34.3112,55.55575,59.46841,51.64308,7/23/2017 13:04
Donald Trump,Adults,7/22/2017,37.51841,41.09487,33.94195,56.16276,59.99729,52.32823,7/22/2017 13:06
Donald Trump,Voters,7/22/2017,39.92391,43.88772,35.9601,54.90389,58.95335,50.85444,7/22/2017 13:06
Donald Trump,All polls,7/22/2017,38.41841,42.60358,34.23324,55.68146,59.60043,51.7625,7/22/2017 13:06
Donald Trump,Voters,7/21/2017,39.92391,43.88772,35.9601,54.90389,58.95335,50.85444,7/21/2017 15:05
Donald Trump,Adults,7/21/2017,37.44432,41.0191,33.86955,56.22223,60.06737,52.37708,7/21/2017 15:05
Donald Trump,All polls,7/21/2017,38.3734,42.56104,34.18576,55.72233,59.64466,51.8,7/21/2017 15:05
Donald Trump,Adults,7/20/2017,37.8655,41.33248,34.39853,56.34587,60.41756,52.27419,7/20/2017 13:02
Donald Trump,Voters,7/20/2017,40.24314,44.31455,36.17173,54.3571,58.34778,50.36642,7/20/2017 13:02
Donald Trump,All polls,7/20/2017,38.6458,42.80268,34.48891,55.76773,59.86781,51.66766,7/20/2017 13:02
Donald Trump,Voters,7/19/2017,40.23778,44.30059,36.17496,54.35539,58.35008,50.36069,7/19/2017 20:49
Donald Trump,Adults,7/19/2017,37.97404,41.37779,34.5703,56.19024,60.15877,52.22171,7/19/2017 20:49
Donald Trump,All polls,7/19/2017,38.71251,42.81013,34.61489,55.67002,59.71012,51.62992,7/19/2017 20:49
Donald Trump,Voters,7/18/2017,40.80437,45.08408,36.52465,53.83469,57.90987,49.75951,7/18/2017 15:25
Donald Trump,Adults,7/18/2017,38.04208,41.48399,34.60018,56.00087,60.01667,51.98506,7/18/2017 15:25
Donald Trump,All polls,7/18/2017,38.72128,42.93108,34.51148,55.6564,59.73441,51.5784,7/18/2017 15:25
Donald Trump,Voters,7/17/2017,40.74656,45.23213,36.26099,53.64394,57.86213,49.42576,7/17/2017 13:24
Donald Trump,Adults,7/17/2017,38.4192,41.91361,34.9248,55.60708,59.59241,51.62175,7/17/2017 13:24
Donald Trump,All polls,7/17/2017,38.81894,43.13393,34.50394,55.38853,59.534,51.24305,7/17/2017 13:24
Donald Trump,Adults,7/16/2017,37.84597,41.53548,34.15647,56.33533,60.28469,52.38597,7/16/2017 13:33
Donald Trump,Voters,7/16/2017,40.88952,45.42131,36.35773,54.01481,58.23363,49.79599,7/16/2017 13:33
Donald Trump,All polls,7/16/2017,38.60715,43.2235,33.9908,55.70111,59.92703,51.47519,7/16/2017 13:33
Donald Trump,Voters,7/15/2017,41.46784,45.88824,37.04744,53.40601,57.68776,49.12427,7/15/2017 13:03
Donald Trump,Adults,7/15/2017,38.29617,41.91101,34.68133,55.9601,59.95897,51.96122,7/15/2017 13:03
Donald Trump,All polls,7/15/2017,39.09839,43.63673,34.56005,55.3304,59.56072,51.10008,7/15/2017 13:03
Donald Trump,Voters,7/14/2017,41.46821,45.88934,37.04708,53.40542,57.68714,49.12371,7/14/2017 16:24
Donald Trump,Adults,7/14/2017,38.36245,41.95557,34.76933,55.82526,59.79289,51.85762,7/14/2017 16:24
Donald Trump,All polls,7/14/2017,39.14643,43.65331,34.63956,55.23926,59.42607,51.05245,7/14/2017 16:24
Donald Trump,Voters,7/13/2017,41.25047,45.71526,36.78569,53.57362,57.79064,49.35661,7/13/2017 9:43
Donald Trump,Adults,7/13/2017,37.98452,41.58894,34.38009,55.81583,60.06542,51.56623,7/13/2017 9:43
